Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Avg_Monthly_Bal
Male,true,2,Graduate,false,5000.0,0.0,72.0,360,0,Semiurban,false,10439.981538745227
Male,true,2,Graduate,false,5000.0,0.0,72.0,360,0,Semiurban,false,15982.049430905892
Male,true,2,Graduate,false,4855.0,0.0,72.0,360,1,Rural,true,19818.04238167308
Male,true,2,Graduate,false,4855.0,0.0,72.0,360,1,Rural,true,17569.252635150635
Male,false,0,Graduate,false,3858.0,0.0,76.0,360,1,Semiurban,true,13401.576438185852
Male,false,0,Graduate,false,3858.0,0.0,76.0,360,1,Semiurban,true,14783.815901936397
Female,false,0,Graduate,false,3510.0,0.0,76.0,360,0,Urban,false,7632.0719015361665
Female,false,0,Graduate,false,3510.0,0.0,76.0,360,0,Urban,false,7642.1571223411574
Male,true,2,Not Graduate,false,3132.0,0.0,76.0,360,1,Rural,false,7779.0318302766327
Male,true,2,Not Graduate,false,3132.0,0.0,76.0,360,1,Rural,false,8117.2444704363888
Male,false,0,Graduate,false,3600.0,0.0,80.0,360,1,Urban,false,11037.139519820059
Male,false,0,Graduate,false,3600.0,0.0,80.0,360,1,Urban,false,13548.920034989964
Male,false,0,Not Graduate,false,3358.0,0.0,80.0,36,1,Semiurban,false,6965.2087877637405
Male,false,0,Not Graduate,false,3358.0,0.0,80.0,36,1,Semiurban,false,10767.901338517751
Male,true,0,Graduate,false,3103.0,1300.0,80.0,360,1,Urban,true,10392.114360572697
Male,true,0,Graduate,false,3103.0,1300.0,80.0,360,1,Urban,true,12378.239051893885
Female,false,0,Not Graduate,false,2720.0,0.0,80.0,6,0,Urban,false,6314.5665569144176
Female,false,0,Not Graduate,false,2720.0,0.0,80.0,6,0,Urban,false,7515.3315406364973
Female,false,0,Graduate,false,3244.0,0.0,80.0,360,1,Urban,true,13131.728328802246
Female,false,0,Graduate,false,3244.0,0.0,80.0,360,1,Urban,true,13679.674552336161
Male,true,1,Graduate,false,4700.0,0.0,80.0,360,1,Urban,true,19121.944588300976
Male,true,1,Graduate,false,4700.0,0.0,80.0,360,1,Urban,true,14723.323321946289
Female,false,0,Graduate,false,4213.0,0.0,80.0,360,1,Urban,true,19379.461467515412
Female,false,0,Graduate,false,4213.0,0.0,80.0,360,1,Urban,true,13301.842370164995
Male,true,3,Graduate,false,3400.0,0.0,80.0,120,1,Urban,true,15004.368479169148
Male,true,3,Graduate,false,3400.0,0.0,80.0,120,1,Urban,true,12136.477242784504
Male,true,2,Not Graduate,false,2896.0,0.0,80.0,480,1,Urban,true,12883.609881665727
Male,true,2,Not Graduate,false,2896.0,0.0,80.0,480,1,Urban,true,9841.8135743146013
Male,true,1,Graduate,false,1516.0,2900.0,80.0,6,0,Rural,false,5938.4579774571075
Male,true,1,Graduate,false,1516.0,2900.0,80.0,6,0,Rural,false,3754.8043677826081
Male,false,2,Graduate,false,3547.0,0.0,80.0,360,0,Rural,false,12857.089369558784
Male,false,2,Graduate,false,3547.0,0.0,80.0,360,0,Rural,false,11359.192172851514
Male,false,1,Graduate,false,3180.0,2370.0,80.0,240,1,Rural,true,10796.779502468858
Male,false,1,Graduate,false,3180.0,2370.0,80.0,240,1,Rural,true,13871.992602695504
Male,false,0,Graduate,false,2964.0,0.0,84.0,360,0,Semiurban,false,9287.97665268957
Male,false,0,Graduate,false,2964.0,0.0,84.0,360,0,Semiurban,false,10448.760116293499
Female,false,0,Graduate,false,3666.0,0.0,84.0,360,1,Urban,true,17842.197443314359
Female,false,0,Graduate,false,3666.0,0.0,84.0,360,1,Urban,true,14197.184190277268
Male,false,0,Graduate,true,7085.0,0.0,84.0,360,1,Semiurban,true,21225.292728050408
Male,false,0,Graduate,true,7085.0,0.0,84.0,360,1,Semiurban,true,18853.895435312486
Female,false,0,Graduate,false,2917.0,0.0,84.0,360,1,Semiurban,true,11781.365252371575
Female,false,0,Graduate,false,2917.0,0.0,84.0,360,1,Semiurban,true,7348.1819585342027
Female,true,0,Graduate,false,2666.0,0.0,84.0,480,1,Semiurban,true,12366.091976171063
Female,true,0,Graduate,false,2666.0,0.0,84.0,480,1,Semiurban,true,12899.76635463305
Female,false,0,Graduate,false,2667.0,1625.0,84.0,360,1,Urban,true,8125.5187644067873
Female,false,0,Graduate,false,2667.0,1625.0,84.0,360,1,Urban,true,8453.9018081497779
Female,true,0,Graduate,false,4583.0,0.0,84.0,360,1,Rural,false,17600.38600829455
Female,true,0,Graduate,false,4583.0,0.0,84.0,360,1,Rural,false,9762.0807610689735
Male,true,0,Graduate,false,2058.0,2134.0,88.0,360,1,Urban,true,5706.1016913800677
Male,true,0,Graduate,false,2058.0,2134.0,88.0,360,1,Urban,true,5692.2033000078709
Male,false,0,Graduate,false,2987.0,0.0,88.0,360,0,Semiurban,false,10609.256245071469
Male,false,0,Graduate,false,2987.0,0.0,88.0,360,0,Semiurban,false,7342.5167361710137
Female,true,0,Graduate,false,2241.0,2000.0,88.0,360,0,Urban,false,6830.1851534469342
Female,true,0,Graduate,false,2241.0,2000.0,88.0,360,0,Urban,false,7779.2003474413987
Female,false,0,Graduate,false,3410.0,0.0,88.0,6,1,Urban,true,12568.992305171754
Female,false,0,Graduate,false,3410.0,0.0,88.0,6,1,Urban,true,11898.632879236362
Male,true,0,Graduate,true,1900.0,1442.0,88.0,360,1,Rural,true,6361.6231137467439
Male,true,0,Graduate,true,1900.0,1442.0,88.0,360,1,Rural,true,6680.5746237374524
Male,true,2,Graduate,true,3316.0,3500.0,88.0,360,1,Urban,true,12532.379173014211
Male,true,2,Graduate,true,3316.0,3500.0,88.0,360,1,Urban,true,13548.98705185632
Male,true,0,Not Graduate,true,5293.0,0.0,92.0,360,1,Urban,true,23466.532198020162
Male,true,0,Not Graduate,true,5293.0,0.0,92.0,360,1,Urban,true,21670.645637491431
Female,false,1,Graduate,false,7600.0,0.0,92.0,360,1,Semiurban,true,25824.275817973903
Female,false,1,Graduate,false,7600.0,0.0,92.0,360,1,Semiurban,true,24338.729497569904
Female,true,0,Graduate,false,3833.0,0.0,92.0,360,1,Rural,true,15887.634904017666
Female,true,0,Graduate,false,3833.0,0.0,92.0,360,1,Rural,true,14525.963168081031
Male,true,0,Graduate,false,14880.0,0.0,96.0,360,1,Semiurban,true,61893.650643540459
Male,true,0,Graduate,false,14880.0,0.0,96.0,360,1,Semiurban,true,67757.152581543
Male,false,0,Not Graduate,false,2699.0,2785.0,96.0,360,1,Semiurban,true,12851.877917865595
Male,false,0,Not Graduate,false,2699.0,2785.0,96.0,360,1,Semiurban,true,9806.4532958153759
Male,true,2,Graduate,false,3859.0,0.0,96.0,360,1,Semiurban,true,15922.243289278358
Male,true,2,Graduate,false,3859.0,0.0,96.0,360,1,Semiurban,true,9850.0467794057986
Male,true,0,Graduate,false,2600.0,700.0,96.0,360,1,Semiurban,true,6758.0023580198867
Male,true,0,Graduate,false,2600.0,700.0,96.0,360,1,Semiurban,true,9790.6335477525772
Male,true,0,Not Graduate,true,4695.0,0.0,96.0,6,1,Urban,true,14340.228937879758
Male,true,0,Not Graduate,true,4695.0,0.0,96.0,6,1,Urban,true,12708.103865158098
Male,true,1,Graduate,false,1625.0,1803.0,96.0,360,1,Urban,true,5400.3704841305225
Male,true,1,Graduate,false,1625.0,1803.0,96.0,360,1,Urban,true,4732.6057991030657
Male,false,0,Graduate,false,2500.0,0.0,96.0,480,1,Semiurban,false,8141.1991346900522
Male,false,0,Graduate,false,2500.0,0.0,96.0,480,1,Semiurban,false,8896.0886071042532
Male,true,0,Graduate,false,2132.0,1591.0,96.0,360,1,Semiurban,true,8331.35981516651
Male,true,0,Graduate,false,2132.0,1591.0,96.0,360,1,Semiurban,true,8861.2908011577074
Female,true,0,Graduate,false,8550.0,4255.0,96.0,360,1,Urban,true,23895.627098591838
Female,true,0,Graduate,false,8550.0,4255.0,96.0,360,1,Urban,true,40219.463312864194
Male,true,1,Graduate,false,3315.0,0.0,96.0,360,1,Semiurban,true,13527.867359632337
Male,true,1,Graduate,false,3315.0,0.0,96.0,360,1,Semiurban,true,15209.268035497935
Male,false,0,Graduate,false,4083.0,0.0,96.0,360,1,Urban,true,14912.949837417415
Male,false,0,Graduate,false,4083.0,0.0,96.0,360,1,Urban,true,12571.224201288411
Male,false,0,Graduate,false,3583.0,0.0,96.0,360,1,Urban,false,9899.8255310738077
Male,false,0,Graduate,false,3583.0,0.0,96.0,360,1,Urban,false,9672.7068700502386
Male,true,2,Graduate,false,2947.0,1603.0,100.0,360,1,Urban,false,11529.031384498463
Male,true,3,Not Graduate,false,3850.0,983.0,100.0,360,1,Semiurban,true,16394.840714276124
Male,false,1,Not Graduate,false,3596.0,0.0,100.0,240,1,Urban,true,9755.5073854761613
Female,false,1,Graduate,true,7451.0,0.0,100.0,360,1,Semiurban,true,19705.492942681685
Male,false,0,Not Graduate,false,3598.0,1287.0,100.0,360,1,Rural,false,11636.671339444893
Female,true,0,Not Graduate,false,1928.0,1644.0,100.0,360,1,Semiurban,true,6477.1091103570707
Male,true,3,Graduate,false,3089.0,2999.0,100.0,240,1,Rural,true,13484.161337036854
Male,true,2,Not Graduate,false,3601.0,1590.0,100.0,360,1,Rural,true,11718.319350902198
Male,true,0,Graduate,false,4652.0,3583.0,100.0,360,1,Semiurban,true,15893.564200693143
Male,true,3,Graduate,true,5677.0,1424.0,100.0,360,1,Rural,true,15699.489988921721
Male,true,3,Not Graduate,false,3992.0,0.0,100.0,180,1,Urban,false,11639.210037684341
Male,false,0,Graduate,false,3865.0,1640.0,100.0,360,1,Rural,true,10239.790766470034
Female,true,0,Graduate,false,2330.0,4486.0,100.0,360,1,Semiurban,true,7816.7319068786219
Male,false,0,Not Graduate,false,2000.0,0.0,100.0,360,1,Urban,false,4209.0096733320515
Male,true,2,Graduate,false,2340.0,2546.0,100.0,360,1,Urban,true,7093.6301964596587
Male,false,0,Graduate,false,4680.0,2087.0,100.0,360,1,Semiurban,false,17826.430919444316
Male,true,0,Graduate,false,2213.0,1125.0,100.0,360,1,Urban,true,10770.468163684725
Male,false,0,Graduate,false,3750.0,0.0,100.0,360,1,Urban,true,18040.086638172335
Male,false,0,Graduate,false,1300.0,3470.0,100.0,180,1,Semiurban,false,4970.948598824225
Male,true,1,Graduate,false,4945.0,0.0,100.0,360,0,Rural,false,11360.555088155586
Male,true,3,Graduate,false,4691.0,0.0,100.0,360,1,Semiurban,true,14536.132161980493
Male,true,0,Graduate,false,1820.0,1719.0,100.0,360,1,Urban,true,6614.2223907315056
Male,true,0,Not Graduate,false,3000.0,1666.0,100.0,480,0,Urban,false,8980.6956781348817
Male,true,1,Not Graduate,false,2492.0,2375.0,100.0,360,1,Rural,true,6845.3108249432435
Male,false,0,Graduate,false,6782.0,0.0,100.0,360,1,Urban,false,26294.811468321561
Male,true,0,Not Graduate,false,3010.0,3136.0,100.0,360,0,Urban,false,11770.620354100496
Male,true,0,Graduate,false,10000.0,0.0,100.0,360,1,Urban,true,40495.3754455632
Male,true,0,Graduate,false,1828.0,1330.0,100.0,6,0,Urban,false,6232.2584198197837
Male,true,0,Graduate,false,3016.0,1300.0,100.0,360,1,Urban,true,11842.315167981211
Female,false,3,Not Graduate,false,1830.0,0.0,100.0,360,0,Urban,false,5135.6470115798666
Male,true,2,Not Graduate,false,4766.0,1646.0,100.0,360,1,Semiurban,true,19961.14178290925
Male,true,0,Graduate,false,13650.0,0.0,100.0,360,1,Urban,true,55575.212680401542
Male,true,1,Graduate,false,3413.0,4053.0,100.0,360,1,Semiurban,true,11765.791048794594
Female,true,0,Graduate,false,2262.0,0.0,100.0,480,0,Semiurban,false,6555.5959876039669
Female,false,0,Graduate,false,3159.0,0.0,100.0,360,1,Semiurban,true,12551.843157351583
Male,false,0,Graduate,false,3417.0,738.0,100.0,360,1,Rural,false,10217.902310847585
Male,true,1,Graduate,true,2395.0,0.0,100.0,360,1,Semiurban,true,6593.3928244554118
Male,true,3,Graduate,false,4281.0,0.0,100.0,360,1,Urban,true,14095.793724106925
Male,true,0,Not Graduate,false,2400.0,3800.0,100.0,180,1,Urban,false,7330.8632635252006
Male,true,0,Graduate,false,2275.0,2067.0,100.0,360,1,Urban,true,8230.2523650259882
Male,true,2,Graduate,false,4566.0,0.0,100.0,360,1,Urban,false,15463.453179756571
Male,false,1,Not Graduate,false,2038.0,4027.0,100.0,360,1,Rural,true,7962.4307190355912
Male,true,1,Graduate,false,3052.0,1030.0,100.0,360,1,Urban,true,13042.07653064801
Male,true,1,Graduate,false,3436.0,3809.0,100.0,360,1,Rural,true,9140.7689133468757
Male,false,0,Graduate,false,5849.0,0.0,100.0,360,1,Urban,true,15513.492879416854
Male,true,2,Graduate,true,6633.0,0.0,100.0,360,0,Rural,false,22841.183183525176
Male,true,0,Graduate,false,5629.0,818.0,100.0,360,1,Urban,true,27429.84933531762
Male,true,1,Graduate,false,8333.0,4000.0,100.0,360,1,Urban,true,27468.413987132812
Male,true,0,Not Graduate,false,13083.0,0.0,100.0,360,1,Rural,true,43195.053448938925
Female,true,0,Graduate,false,10047.0,0.0,100.0,240,1,Semiurban,true,33454.390660870369
Male,true,0,Graduate,false,20667.0,0.0,100.0,360,1,Rural,false,72672.685249262038
Male,false,0,Graduate,false,2066.0,2108.0,104.0,84,1,Urban,true,5576.39975718057
Male,false,0,Not Graduate,true,2583.0,2167.0,104.0,360,1,Rural,true,11689.949121331407
Male,true,1,Graduate,false,3500.0,1658.0,104.0,360,1,Semiurban,true,13133.005304585158
Male,true,1,Graduate,false,2491.0,2054.0,104.0,360,1,Semiurban,true,10927.062480155135
Female,false,0,Graduate,false,1762.0,2666.0,104.0,360,0,Urban,false,5026.8757147664355
Male,true,0,Graduate,false,2500.0,2118.0,104.0,360,1,Semiurban,true,12237.708617959917
Male,true,0,Graduate,false,3166.0,2064.0,104.0,360,0,Urban,false,7748.5931273694241
Female,false,0,Graduate,false,2400.0,1863.0,104.0,360,0,Urban,false,7261.4570361590877
Male,true,2,Graduate,false,2540.0,700.0,104.0,360,0,Urban,false,7771.6068744913364
Female,true,0,Graduate,false,2157.0,1788.0,104.0,360,1,Urban,true,7169.7507689212089
Male,true,0,Not Graduate,false,7660.0,0.0,104.0,360,0,Urban,false,21083.211706114544
Male,true,0,Graduate,false,2297.0,1522.0,104.0,360,1,Urban,true,11289.962807975211
Male,true,0,Graduate,true,8706.0,0.0,108.0,480,1,Rural,true,41521.733754415545
Male,true,0,Graduate,false,3232.0,1950.0,108.0,360,1,Rural,true,15414.091083290521
Male,false,0,Graduate,false,6478.0,0.0,108.0,360,1,Semiurban,true,16897.954922741836
Female,true,0,Graduate,false,3625.0,0.0,108.0,360,1,Semiurban,true,11070.890604197997
Male,false,0,Not Graduate,false,2356.0,1902.0,108.0,360,1,Semiurban,true,8946.9622085050323
Female,false,0,Graduate,false,2101.0,1500.0,108.0,360,0,Rural,false,8123.5540029916492
Male,true,2,Graduate,true,6250.0,1300.0,108.0,360,1,Rural,true,30627.231426127761
Female,false,0,Graduate,true,4742.0,0.0,108.0,360,1,Semiurban,true,20015.266935464962
Male,true,3,Graduate,false,2773.0,1497.0,108.0,360,1,Semiurban,true,11287.295548248683
Male,true,2,Graduate,false,3159.0,461.0,108.0,84,1,Urban,true,8500.2989887001022
Female,true,0,Graduate,false,3159.0,2374.0,108.0,360,1,Semiurban,true,13377.789234203301
Male,true,2,Not Graduate,false,3675.0,242.0,108.0,360,1,Semiurban,true,14599.107422966539
Male,true,0,Graduate,false,2166.0,2166.0,108.0,360,1,Urban,true,7974.9923345843245
Male,true,0,Graduate,false,1025.0,2773.0,112.0,360,1,Rural,true,3782.4863893669731
Male,true,2,Not Graduate,false,3365.0,1917.0,112.0,360,0,Rural,false,13422.480161482019
Female,false,0,Graduate,false,4230.0,0.0,112.0,360,1,Semiurban,false,14944.788418100896
Female,false,1,Graduate,false,3541.0,0.0,112.0,360,1,Semiurban,true,8987.0117691161631
Male,true,0,Graduate,false,3927.0,800.0,112.0,360,1,Semiurban,true,12279.895533146067
Female,false,1,Graduate,false,3812.0,0.0,112.0,360,1,Rural,true,11829.622481189837
Female,true,0,Graduate,false,4583.0,0.0,112.0,360,1,Rural,false,14355.339567794346
Female,true,1,Not Graduate,false,3835.0,1400.0,112.0,480,0,Urban,false,12565.35413189507
Male,true,2,Graduate,false,9703.0,0.0,112.0,360,1,Urban,true,42437.865622129953
Female,false,0,Graduate,false,4166.0,0.0,116.0,360,0,Semiurban,false,14772.635482718899
Male,true,1,Graduate,false,3750.0,0.0,116.0,360,1,Semiurban,true,9525.5585386599232
Male,true,0,Not Graduate,false,2600.0,1911.0,116.0,360,0,Semiurban,false,7309.42470961048
Male,true,0,Graduate,false,3497.0,1964.0,116.0,360,1,Rural,true,10544.517016103247
Male,true,2,Graduate,false,4009.0,1717.0,116.0,360,1,Semiurban,true,16599.108072287683
Male,true,1,Graduate,false,3901.0,0.0,116.0,360,1,Urban,true,11575.292419285191
Male,false,0,Graduate,true,5833.0,0.0,116.0,360,1,Urban,true,20316.827464541
Male,false,0,Graduate,true,5833.0,0.0,116.0,360,1,Urban,true,27972.916444507926
Female,false,0,Graduate,false,3813.0,0.0,116.0,180,1,Urban,true,13666.428029065095
Male,false,0,Graduate,false,5583.0,0.0,116.0,360,1,Urban,true,19263.98279250311
Male,true,2,Graduate,false,3717.0,0.0,120.0,360,1,Semiurban,true,17735.256892613274
Male,false,0,Graduate,false,3083.0,2738.0,120.0,360,1,Urban,true,13678.303575597027
Female,false,0,Graduate,false,3086.0,0.0,120.0,360,1,Semiurban,true,10217.205487218565
Female,false,0,Graduate,false,7200.0,0.0,120.0,360,1,Rural,true,34618.307669709211
Male,true,0,Graduate,false,2583.0,2115.0,120.0,360,1,Urban,true,11700.752910791927
Male,true,0,Not Graduate,false,2583.0,2358.0,120.0,360,1,Urban,true,10348.235901353537
Female,false,0,Not Graduate,false,4408.0,0.0,120.0,360,1,Semiurban,true,18629.532405690938
Male,false,0,Graduate,false,4667.0,0.0,120.0,360,1,Semiurban,true,18447.007923593057
Male,false,0,Graduate,false,2980.0,2083.0,120.0,360,1,Rural,true,14204.043940365722
Female,false,2,Graduate,false,3750.0,2083.0,120.0,360,1,Semiurban,true,13677.588782490666
Male,true,2,Graduate,false,4010.0,1025.0,120.0,360,1,Urban,true,10237.36539195516
Male,true,3,Not Graduate,false,3500.0,833.0,120.0,360,1,Semiurban,true,10434.986728265441
Male,false,0,Graduate,false,4191.0,0.0,120.0,360,1,Rural,true,11384.0173585532
Male,true,0,Not Graduate,false,4467.0,0.0,120.0,360,1,Rural,true,14419.737231648762
Male,true,1,Graduate,false,2014.0,2925.0,120.0,360,1,Rural,true,6761.7877661918537
Male,true,0,Graduate,false,2500.0,3796.0,120.0,360,1,Urban,true,7498.9065813817342
Male,true,3,Graduate,false,4513.0,0.0,120.0,360,1,Rural,true,19649.708881476752
Male,false,0,Graduate,true,6050.0,4333.0,120.0,180,1,Urban,false,14270.142915805127
Male,false,0,Not Graduate,false,7333.0,0.0,120.0,360,1,Rural,false,25213.096637304367
Female,true,0,Graduate,false,2645.0,3440.0,120.0,360,0,Urban,false,8403.2663981958231
Female,true,0,Graduate,false,4283.0,0.0,120.0,360,1,Rural,true,10775.939363950833
Male,true,2,Graduate,false,5819.0,5000.0,120.0,360,1,Rural,true,21720.33553750204
Female,false,0,Not Graduate,false,1907.0,2365.0,120.0,6,1,Urban,true,7624.2527466678966
Male,true,0,Graduate,false,4817.0,923.0,120.0,180,1,Urban,true,16644.92034537395
Male,false,2,Not Graduate,false,1141.0,2017.0,120.0,360,0,Urban,false,3796.2253067661777
Male,false,0,Not Graduate,false,3189.0,2598.0,120.0,6,1,Rural,true,10669.78876355803
